naslov,avtor,# novih poglavij,# novih besed,# poglavij,# besed,datum objave novega poglavja,datum prve objave,teden v katerem je bilo objavljeno novo poglavje,je quest,je zaključen 
Witness II,ajf115,1,948,1,948,2017-10-28,unknown,2017-10-28,False,True
50-74 Below Pilot,BeaconHill,1,3800,1,3800,2017-10-28,unknown,2017-10-28,False,True
BusWard,ShawnMorgan,1,793,1,793,2017-10-28,unknown,2017-10-28,False,True
Fantasie,Discreet,1,1500,1,1500,2017-10-28,unknown,2017-10-28,False,True
The Parahumans Trading Card Game,Discreet,1,1500,1,1500,2017-10-28,unknown,2017-10-28,False,True
2Spice2Taylor,IAmARobot,1,2200,1,2200,2017-10-28,unknown,2017-10-28,False,True
Connection,IAmARobot,1,5300,1,5300,2017-10-28,unknown,2017-10-28,False,True
Spicy!Taylor,IAmARobot,1,1100,1,1100,2017-10-28,unknown,2017-10-28,False,True
To Absolve,Lord Mendasuit,1,162,1,162,2017-10-28,unknown,2017-10-28,False,True
Dark Elf,Numen,1,2600,1,2600,2017-10-28,unknown,2017-10-28,False,True
Beaker,Thaumologist,1,1300,1,1300,2017-10-28,unknown,2017-10-28,False,True
A Path to Skitter,ShayneT,1,653,1,653,2017-10-28,unknown,2017-10-28,False,True
Please Explain,Ack,2,3700,2,3700,2017-10-28,unknown,2017-10-28,False,True
Superheroes for a day,Othor_the_cute,1,4200,1,4200,2017-10-28,unknown,2017-10-28,False,True
Three Kisses,Ziel,1,1800,1,1800,2017-10-28,unknown,2017-10-28,False,True
Vista and the Ring,Othor_the_cute,1,667,1,667,2017-10-28,unknown,2017-10-28,False,True
Ward Scouts of America,Othor_the_cute,1,1000,1,1000,2017-10-28,unknown,2017-10-28,False,True
Worst Case Scenario,Florian Knox,1,1000,1,1000,2017-10-28,unknown,2017-10-28,False,True
Ev in America,Zeitchen,1,10000,1,10000,2017-10-28,unknown,2017-10-28,False,True
Sturmbrecher,Zeitchen,1,3600,1,3600,2017-10-28,unknown,2017-10-28,False,True
The Princess in the Castle,Zeitchen,1,1700,1,1700,2017-10-28,unknown,2017-10-28,False,True
The Brave Little Spider,sun tzu,1,6400,4,22000,2017-10-28,unknown,2017-10-28,False,False
Play the Fool,UsurperOfTruth,2,4500,4,10000,2017-10-28,unknown,2017-10-28,False,False
Rolling Out,Thuktun Flishithy,1,2400,6,14000,2017-10-28,unknown,2017-10-28,False,False
Trailblazin&apos;,UnwelcomeStorm,1,2300,4,8500,2017-10-28,unknown,2017-10-28,False,False
Widowmaker,matrix3,1,1100,5,7100,2017-10-28,unknown,2017-10-28,False,False
The 2 Angels In A World Of Heroes,The Guy Who Makes Unfair Deals,2,13000,4,15000,2017-10-28,unknown,2017-10-28,False,False
Big Evil in Little China,Numen,21,60000,21,60000,2017-10-28,unknown,2017-10-28,False,False
Creative Thinking: Worm/Megaman AU,Noxturne90,1,3100,5,29000,2017-10-28,unknown,2017-10-28,False,False
Divine Beasts and Where to Find Them,Aethersprite,1,1400,2,3500,2017-10-28,unknown,2017-10-28,False,False
"Division :: Anything You Can Do, I Can Do Better",themanwhowas,11,13000,11,13000,2017-10-28,unknown,2017-10-28,False,False
The Escalation Alchemist,Lazuli,2,11000,7,36000,2017-10-28,unknown,2017-10-28,False,False
Fate/Kaleid Liner Prisma Taylor,Rater202,17,49000,17,49000,2017-10-28,unknown,2017-10-28,False,False
The Garden of Phaeacia,Ink Well,1,2500,2,5100,2017-10-28,unknown,2017-10-28,False,False
Inanity is Sanity When Dealing With Spacebattles,The Sleeping Knight,3,5600,3,5600,2017-10-28,unknown,2017-10-28,False,False
Infinite in distance and unbound by death,Pef,1,559,114,95000,2017-10-28,unknown,2017-10-28,False,False
Nightmares and hunters,Stranger,1,906,2,2100,2017-10-28,unknown,2017-10-28,False,False
The Paranorms,Grim Lord,1,2500,52,182000,2017-10-28,unknown,2017-10-28,False,False
Passengers,AtrenGraves,27,26000,27,26000,2017-10-28,unknown,2017-10-28,False,False
A Perfect Immortal Machine,Dyranum,2,1100,11,13000,2017-10-28,unknown,2017-10-28,False,False
A Strange New,I_Needz_Help,1,240,5,5700,2017-10-28,unknown,2017-10-28,False,False
Three Headed Dog v2.0,Wolfund,6,12000,6,12000,2017-10-28,unknown,2017-10-28,False,False
Twisted Lovers,Monstrel45,1,3100,2,4100,2017-10-28,unknown,2017-10-28,False,False
Who Do You Send to Kill the Boogeyman?,Jsyrin,1,1000,3,3200,2017-10-28,unknown,2017-10-28,False,False
Windrunner,SkyTroupe,4,7800,4,7800,2017-10-28,unknown,2017-10-28,False,False
Phase,Zeitchen,2,2700,5,9000,2017-10-28,unknown,2017-10-28,False,False
By the Numbers,moonbug7,27,21000,27,21000,2017-10-28,unknown,2017-10-28,True,False
Fate/Worm,TheActualPillowcaseMuffin,1,1400,6,6000,2017-10-28,unknown,2017-10-28,True,False
Reincarnation of an Angel,Crimson Square,22,196000,22,196000,2017-10-28,unknown,2017-10-28,True,False
Wolfwood,wille179,5,5800,5,5800,2017-10-28,unknown,2017-10-28,True,False
Worm Effect,Tithed_Verse,6,2400,6,2400,2017-10-28,unknown,2017-10-28,True,False
Away,Momo,1,1300,1,1300,2017-10-21,unknown,2017-10-21,False,False
Gate: Thus the PRT Fought There!,Szypty,1,2200,1,2200,2017-10-21,unknown,2017-10-21,False,False
Light-Hearted Highschool Hijinks,Nocton,1,1500,1,1500,2017-10-21,unknown,2017-10-21,False,False
Not in Kansas,speck2993,1,6700,1,6700,2017-10-21,unknown,2017-10-21,False,False
Parents Sins,The Fereldan Frostback,2,5200,2,5200,2017-10-21,unknown,2017-10-21,False,False
PEPSI MAN!,SouthernWind,1,213,1,213,2017-10-21,unknown,2017-10-21,False,False
The Last to Fall,Spoons,3,4600,3,4600,2017-10-21,unknown,2017-10-21,True,False
Deputy Commander,Reyemile,43,150000,43,150000,2017-10-21,unknown,2017-10-21,False,True
"Andrew, Tinker-at-large",SevenEyes,1,2400,1,2400,2017-10-21,unknown,2017-10-21,False,True
Da Red Onez,SevenEyes,1,1400,1,1400,2017-10-21,unknown,2017-10-21,False,True
Exaltation,SevenEyes,1,328,1,328,2017-10-21,unknown,2017-10-21,False,True
Das Leben der Anderen,Zeitchen,1,1900,1,1900,2017-10-21,unknown,2017-10-21,False,True
Jack Slash Goes to Church,Zeitchen,1,6200,1,6200,2017-10-21,unknown,2017-10-21,False,True
Laws of Attraction,thecoffeeguru,1,2100,11,18000,2017-10-21,unknown,2017-10-21,False,False
The Least Dangerous Game,Basileus,1,1600,8,11000,2017-10-21,unknown,2017-10-21,False,False
The Third,Dracosy,1,2100,16,32000,2017-10-21,unknown,2017-10-21,False,False
All of Hell Shall Sing,Alex Prior,7,24000,7,24000,2017-10-21,unknown,2017-10-21,False,False
Ascension,Storyteller222,1,2100,3,3100,2017-10-21,unknown,2017-10-21,False,False
Beyond the Grave,Controlled Chaos,1,5300,2,9100,2017-10-21,unknown,2017-10-21,False,False
For All The Horrors That Be,Momo,3,3400,5,6200,2017-10-21,unknown,2017-10-21,False,False
Foreign Aid,Bob the Ordinary,1,1400,2,4100,2017-10-21,unknown,2017-10-21,False,False
"I, Greg: Or How a Self Insert Destroyed the Wormverse",Eric d&apos;OrlÃ©ans,1,4400,28,117000,2017-10-21,unknown,2017-10-21,False,False
The Mind,ReiZetsubou,4,6100,4,6100,2017-10-21,unknown,2017-10-21,False,False
Mine,Lazarus the undead,1,2400,2,3700,2017-10-21,unknown,2017-10-21,False,False
The Outsider,Writer with bad Grammar T-T,3,20000,7,34000,2017-10-21,unknown,2017-10-21,False,False
Player&apos;s Gonna Play,carrion pigeons,1,2400,8,15000,2017-10-21,unknown,2017-10-21,False,False
Powers That (Shouldn&apos;t) Be,billymorph,2,5800,16,32000,2017-10-21,unknown,2017-10-21,False,False
A Stranger Visits Brockton Bay,CharlieBronson,1,3500,5,5700,2017-10-21,unknown,2017-10-21,False,False
Wolf,RedLegend,2,4600,3,5600,2017-10-21,unknown,2017-10-21,False,False
The Chain,Lavanya Six,3,3000,4,4600,2017-10-21,unknown,2017-10-21,True,False
Inhertiance,WastingPixies,1,537,2,985,2017-10-21,unknown,2017-10-21,True,False
More Things Betwixt Life and Death,WastingPixies,1,334,2,691,2017-10-21,unknown,2017-10-21,True,False
Rage of the Father,WarShipper,1,2400,2,4600,2017-10-21,unknown,2017-10-21,True,False
Hylia&apos;s Chosen,Akira Himura,1,738,1,738,2017-10-14,unknown,2017-10-14,False,False
Filigree,Hopeful Penguin,1,2600,1,2600,2017-10-14,unknown,2017-10-14,False,False
The Iron Teeth,Error404:PlotNotFound,1,2200,1,2200,2017-10-14,unknown,2017-10-14,False,False
Little Spark of Light,BiasedMendicant,2,3100,2,3100,2017-10-14,unknown,2017-10-14,False,False
Meliorate,IdTheSwordsman,3,4200,3,4200,2017-10-14,unknown,2017-10-14,False,False
"Meyneth, The Metal Goddess",ReiZetsubou,1,768,1,768,2017-10-14,unknown,2017-10-14,False,False
A new Tinker in town,chimera0205,2,3100,2,3100,2017-10-14,unknown,2017-10-14,False,False
"Play A Game, Puppy!",gideon020,2,4900,2,4900,2017-10-14,unknown,2017-10-14,False,False
"Unto Dawn, We Watch",gokucheifkarkat,1,419,1,419,2017-10-14,unknown,2017-10-14,False,False
With the Worms,Marchenblanc,2,3200,2,3200,2017-10-14,unknown,2017-10-14,False,False
Progenitor Parallel,Kazuma-San,1,737,1,737,2017-10-14,unknown,2017-10-14,True,False
A Sea of Air,Lotus Eater,2,2000,2,2000,2017-10-14,unknown,2017-10-14,True,False
Administrator,Writer with bad Grammar T-T,1,10000,1,10000,2017-10-14,unknown,2017-10-14,False,True
Scion Rescues a Cat,Discreet,1,804,1,804,2017-10-14,unknown,2017-10-14,False,True
Temperance,Discreet,1,1000,1,1000,2017-10-14,unknown,2017-10-14,False,True
Friendbringer,Unlimited Blade Works,1,1700,1,1700,2017-10-14,unknown,2017-10-14,False,True
Mundane Superhero,sylae,1,1300,1,1300,2017-10-14,unknown,2017-10-14,False,True
Aqir,Pangolin,3,11000,14,38000,2017-10-14,unknown,2017-10-14,False,False
Threshold,JayF,10,41000,10,41000,2017-10-14,unknown,2017-10-14,False,False
Beyond the Angel&apos;s scream,Ceasare,1,1500,3,8000,2017-10-14,unknown,2017-10-14,False,False
Development,Dyngari,2,2800,3,3600,2017-10-14,unknown,2017-10-14,False,False
Flower and The Snake,Moonfeather,1,1100,37,99000,2017-10-14,unknown,2017-10-14,False,False
Foundations,Hopeful Penguin,1,1200,28,33000,2017-10-14,unknown,2017-10-14,False,False
Hazy Days,KindaApatheticButNice,1,3800,8,31000,2017-10-14,unknown,2017-10-14,False,False
Musings of the Evil Twin,Ice_princess,1,2100,4,6400,2017-10-14,unknown,2017-10-14,False,False
One Day,Shrikne,1,2800,3,6000,2017-10-14,unknown,2017-10-14,False,False
Antagonist,UnwelcomeStorm,1,1100,3,4200,2017-10-14,unknown,2017-10-14,True,False
Sidhe Quest,NihilisticJanitor,5,7300,5,7300,2017-10-14,unknown,2017-10-14,True,False
Snatching Victory,Xicree,1,2200,13,30000,2017-10-14,unknown,2017-10-14,True,False
Millennium Worm,vladmirfox,3,4500,3,4500,2017-10-07,unknown,2017-10-07,False,False
Peerless Guardian,JayF,4,20000,4,20000,2017-10-07,unknown,2017-10-07,False,False
Twisted Tree,Billtheguy,4,3800,4,3800,2017-10-07,unknown,2017-10-07,False,False
Nine Lives of the Calico,ScottotheUnwise,1,42,58,167000,2017-10-07,unknown,2017-10-07,False,True
Bubble Girl,BeaconHill,1,4600,1,4600,2017-10-07,unknown,2017-10-07,False,True
The One that Oppose the Other,Writer with bad Grammar T-T,1,11000,1,11000,2017-10-07,unknown,2017-10-07,False,True
Company Girl,Fencer,1,3100,17,58000,2017-10-07,unknown,2017-10-07,False,False
A Ritual Awry,Svenity,2,10000,9,37000,2017-10-07,unknown,2017-10-07,False,False
Silly Villainy,Nuhuh,1,4800,6,14000,2017-10-07,unknown,2017-10-07,False,False
Trajectory Disagreement,Rob Rimsill,1,8700,3,18000,2017-10-07,unknown,2017-10-07,False,False
Wormwood,Verlotorium,1,164,26,106000,2017-10-07,unknown,2017-10-07,False,False
Double Cross,LacksCreativity,1,3700,18,101000,2017-10-07,unknown,2017-10-07,False,False
Guardians Unite!,Nicola,1,2100,4,9400,2017-10-07,unknown,2017-10-07,False,False
The Hero&apos;s of the Coalition,Robe,1,2200,2,3500,2017-10-07,unknown,2017-10-07,False,False
Immortalized,SouthernWind,1,1100,3,3800,2017-10-07,unknown,2017-10-07,False,False
A Ninja Lost in Brockton Bay,Mikowmer,1,1000,9,14000,2017-10-07,unknown,2017-10-07,False,False
Outcry,Zaru,1,1400,82,297000,2017-10-07,unknown,2017-10-07,False,False
Judgement Night,Regina Magia,1,227,1,227,2017-09-30,unknown,2017-09-30,False,False
"Dark and light, Black and white, Good and Evil, An endless fight...",Happy Poro,1,779,1,779,2017-09-30,unknown,2017-09-30,False,False
Friendly Competition,OverratedPendragon,1,1300,1,1300,2017-09-30,unknown,2017-09-30,False,True
Arkham Bay,Pita,1,315,1,315,2017-09-30,unknown,2017-09-30,False,True
Revelations,QAI521,1,6200,1,6200,2017-09-30,unknown,2017-09-30,False,True
Taking a new path,ReiZetsubou,1,2400,3,7200,2017-09-30,unknown,2017-09-30,False,False
A Butterfly&apos;s Dream,St_Andrastes_Fire,1,3600,10,31000,2017-09-30,unknown,2017-09-30,False,False
Inheritor of the Tinker&apos;s Will,TheVoiceOfNearSanity,1,2000,3,2700,2017-09-30,unknown,2017-09-30,False,False
Inquisition,REAPER35,1,3100,30,62000,2017-09-30,unknown,2017-09-30,False,False
Marked,Thunderstruck!,1,1000,3,3700,2017-09-30,unknown,2017-09-30,False,False
Mixed Feelings Omakes,Kithri,1,17,18,35000,2017-09-30,unknown,2017-09-30,False,False
Pointless Gestures,mentalgentleman,1,982,12,19000,2017-09-30,unknown,2017-09-30,False,False
Sleep with the Lights On,IAmARobot,1,599,9,21000,2017-09-30,unknown,2017-09-30,False,False
The Angelic Administrator,hackingtheuniverse,1,476,1,476,2017-09-23,unknown,2017-09-23,False,False
For Stranger Worlds,industrious,1,2400,1,2400,2017-09-23,unknown,2017-09-23,False,False
Harem of the End,TheVoiceOfNearSanity,1,2000,1,2000,2017-09-23,unknown,2017-09-23,False,False
A Murder of Problems,TitanBreaker,1,862,1,862,2017-09-23,unknown,2017-09-23,False,False
P.E.N.N.Y,Daimah,8,16000,8,16000,2017-09-23,unknown,2017-09-23,False,False
28 Taylors Later,Discreet,4,12000,4,12000,2017-09-23,unknown,2017-09-23,False,True
A Romance Film,Discreet,1,437,1,437,2017-09-23,unknown,2017-09-23,False,True
Dragon&apos;s Favorite Character,Discreet,1,432,1,432,2017-09-23,unknown,2017-09-23,False,True
Familiar Intruder,Discreet,1,1400,1,1400,2017-09-23,unknown,2017-09-23,False,True
Jack Slash is my BOYFRIEND!!?,Discreet,1,2700,1,2700,2017-09-23,unknown,2017-09-23,False,True
Make a Wish,Discreet,1,2700,1,2700,2017-09-23,unknown,2017-09-23,False,True
Make a Wish Epilogue,Discreet,1,181,1,181,2017-09-23,unknown,2017-09-23,False,True
Sticks and Bones,Discreet,1,2300,1,2300,2017-09-23,unknown,2017-09-23,False,True
The Nonadventures of Regent,Discreet,1,1800,1,1800,2017-09-23,unknown,2017-09-23,False,True
The Power of Friendship,Discreet,1,4100,1,4100,2017-09-23,unknown,2017-09-23,False,True
Truth or Dare,Discreet,1,1200,1,1200,2017-09-23,unknown,2017-09-23,False,True
Who Killed Taylor Hebert?,Discreet,1,1900,1,1900,2017-09-23,unknown,2017-09-23,False,True
Heroes &amp; Villains,Ack,1,14000,1,14000,2017-09-23,unknown,2017-09-23,False,True
A Long Time Coming,IAmARobot,1,16,1,16,2017-09-23,unknown,2017-09-23,False,True
Anger is Never Without a Reason...,S0ngD0g13,1,730,1,730,2017-09-23,unknown,2017-09-23,False,True
IMPERIVM,SouthernWind,0,0,0,0,2017-09-23,unknown,2017-09-23,False,True
Inque Black,SouthernWind,1,2000,1,2000,2017-09-23,unknown,2017-09-23,False,True
Judgement Day,SouthernWind,1,1000,1,1000,2017-09-23,unknown,2017-09-23,False,True
A Finely Honed Blade,ensou,1,4200,21,79000,2017-09-23,unknown,2017-09-23,False,False
My magnum opus (The Power of Love),linknmike,1,515,2,923,2017-09-23,unknown,2017-09-23,False,False
The City of Glass,Zoneco,2,1500,2,1500,2017-09-16,unknown,2017-09-16,False,False
"The Dragon, the Wind and the Demon",omega93,1,1700,1,1700,2017-09-16,unknown,2017-09-16,False,False
Ghost,omega93,2,5900,2,5900,2017-09-16,unknown,2017-09-16,False,False
The Hero Who Suffered,hackingtheuniverse,1,1600,1,1600,2017-09-16,unknown,2017-09-16,False,False
Keeper of the Docks,Gank Hunter,3,5600,3,5600,2017-09-16,unknown,2017-09-16,False,False
Kurama came to Town,Ceasare,1,556,1,556,2017-09-16,unknown,2017-09-16,False,False
The Moon&apos;s Fall,Anzer&apos;ke,11,45000,11,45000,2017-09-16,unknown,2017-09-16,False,False
Anthropophagy,6thfloormadness,1,2600,1,2600,2017-09-16,unknown,2017-09-16,False,True
Butterflies: A Witch&apos;s Warning,Regina Magia,1,466,1,466,2017-09-16,unknown,2017-09-16,False,True
First Day,QAI521,1,4200,1,4200,2017-09-16,unknown,2017-09-16,False,True
[Art] This is why the fridge is always empty of actual food,Pericardium,1,29,1,29,2017-09-16,unknown,2017-09-16,False,True
Triage,Pita,1,7900,1,7900,2017-09-16,unknown,2017-09-16,False,True
"Teatime with Jane, Part One",skyrunner,1,4900,1,4900,2017-09-16,unknown,2017-09-16,False,True
[RAGE],SouthernWind,1,609,1,609,2017-09-16,unknown,2017-09-16,False,True
The Nine Are Dead; Long Live the Nine,SouthernWind,1,1100,1,1100,2017-09-16,unknown,2017-09-16,False,True
Spinning the World,calumTraveler,2,6900,2,6900,2017-09-16,unknown,2017-09-16,False,True
AMERICA GIRL,Scrypt_of_Zealot,1,1200,1,1200,2017-09-16,unknown,2017-09-16,False,True
The Straight Razor Cabaret,Scrypt_of_Zealot,1,1800,1,1800,2017-09-16,unknown,2017-09-16,False,True
Butchered,totorox92,1,3800,11,60000,2017-09-16,unknown,2017-09-16,False,False
Deal With a Deadman,StitchLips,1,943,4,4600,2017-09-16,unknown,2017-09-16,False,False
"Me, Myself and AI",Ink Well,2,4200,6,15000,2017-09-16,unknown,2017-09-16,False,False
Anger in Shades of Green,Here Come The Spoons,1,3600,4,9700,2017-09-16,unknown,2017-09-16,False,False
Binary,solopath,1,2700,3,7800,2017-09-16,unknown,2017-09-16,False,False
Evil,Happy Poro,1,409,4,4000,2017-09-16,unknown,2017-09-16,False,False
Fish Out Of Water,Momo,1,1000,5,8400,2017-09-16,unknown,2017-09-16,False,False
Superposition,IAmARobot,1,2900,2,3600,2017-09-16,unknown,2017-09-16,False,False
Narcissus,HorizonTheTransient,1,2100,4,8400,2017-09-16,unknown,2017-09-16,False,False
"Nine Lives of the Calico: New Litter, Lucky Seven",ScottotheUnwise,2,8400,13,62000,2017-09-16,unknown,2017-09-16,False,False
A Royal Visit,jacobk,3,10000,6,20000,2017-09-16,unknown,2017-09-16,False,False
This Unholy Satire,anatiadephobic,1,1900,4,9800,2017-09-16,unknown,2017-09-16,False,False
The Wolf Time,Anzer&apos;ke,2,6000,54,210000,2017-09-16,unknown,2017-09-16,False,False
Bloody Misery,Dark Mr Black,1,1600,1,1600,2017-09-09,unknown,2017-09-09,False,False
Cloak and Dagger,Flubble99,2,1000,2,1000,2017-09-09,unknown,2017-09-09,False,False
The Insider,ManiacalArcher,1,1100,1,1100,2017-09-09,unknown,2017-09-09,False,False
Perfection Personified,Editor-0,1,2700,1,2700,2017-09-09,unknown,2017-09-09,False,False
A Self Insert Conqueror,blur-fire,1,1200,1,1200,2017-09-09,unknown,2017-09-09,False,False
Televised,knuckz,2,7300,2,7300,2017-09-09,unknown,2017-09-09,False,False
Power Of Legacy,TheBeardedOne,2,3900,2,3900,2017-09-09,unknown,2017-09-09,False,False
Demi-Human,Rigged Bomb,3,4100,3,4100,2017-09-09,unknown,2017-09-09,True,False
"Escalation&apos;s the Name, Breaking is my Game",Tyrannops,1,253,1,253,2017-09-09,unknown,2017-09-09,True,False
The Burning Knight,6thfloormadness,1,2000,1,2000,2017-09-09,unknown,2017-09-09,False,True
Torch,QAI521,1,4800,1,4800,2017-09-09,unknown,2017-09-09,False,True
"Time Can Change Me, But I&apos;m Trazyn Time",IAmARobot,1,903,1,903,2017-09-09,unknown,2017-09-09,False,True
Banners Omake 1 Prelude,S0ngD0g13,1,212,1,212,2017-09-09,unknown,2017-09-09,False,True
Shall Reap the Whirlwind,S0ngD0g13,1,1300,1,1300,2017-09-09,unknown,2017-09-09,False,True
Spun Out,skyrunner,1,2400,1,2400,2017-09-09,unknown,2017-09-09,False,True
Case,maroon_sweater,1,3700,3,8000,2017-09-09,unknown,2017-09-09,False,False
Opening of the Mind,Frostbyte,1,102,5,7900,2017-09-09,unknown,2017-09-09,False,False
Vim &amp; Vigor,Born of Prayers,1,2600,11,26000,2017-09-09,unknown,2017-09-09,False,False
Laugh,6thfloormadness,1,1900,2,3300,2017-09-09,unknown,2017-09-09,False,False
Criminal Commitment,Sulfurado,1,4600,4,17000,2017-09-09,unknown,2017-09-09,False,False
The Game of Worm,Sudokori1,1,4400,4,17000,2017-09-09,unknown,2017-09-09,False,False
"A God Awakens, Ruler of [THE WORLD]",Jsyrin,1,996,24,38000,2017-09-09,unknown,2017-09-09,False,False
League of Taylor,Aerial Zero,1,630,4,6800,2017-09-09,unknown,2017-09-09,False,False
An Obvious Choice,Phunbaba,1,1200,9,10000,2017-09-09,unknown,2017-09-09,False,False
Perfection,Belial666,1,3500,46,115000,2017-09-09,unknown,2017-09-09,False,False
